X,Y
3.150157980216022,4.9495977281483805
3.24426644838117,2.8736512457643015
1.5423786833381326,2.7766759995538184
1.3486882917855336,3.3284345320179054
0.5719109672759171,5.683355897754496
8.32995011584821,4.513763107440364
6.1850033942066585,5.132546763208008
2.5310017317641664,1.8218118634717428
9.825426525587044,9.355757438724165
1.9759893263519734,3.5459425449217576
3.367410303823588,4.48163052138433
8.185554623746865,7.77539374540946
2.896164660711895,3.0982489779533164
8.159525736799768,3.8066823536519423
7.775735400540654,3.24278469235346
3.073168366303105,8.671552855848084
0.5787638309427023,0.0659610056768245
2.7955893662473352,8.125943139316984
0.6983280871056996,2.0964540282616504
0.7443779649058957,9.06593627019135
3.7648763203606195,4.460954605327564
8.123486758583763,7.337810296364481
1.8814660834825425,4.570470053312061
5.08186658902752,0.3711708007402392
2.8820639156822447,3.0570706558096274
3.698831087323877,2.943209491198464
4.584774946619708,7.523773619502353
3.3542924397429994,0.8326232485258456
7.82087058452602,9.776226624765535
1.8488462745104828,1.5058930644142954
3.8159893161181357,6.200740477575738
4.588918843104539,8.322347079917678
7.775544453260491,8.126226905128405
7.387156900063257,1.5696526068871053
4.108221835633627,7.991256868100032
9.38639793988711,7.648803917743102
0.17993539479117415,5.856468270090394
4.95062005852339,9.326574351936555
3.754060900371734,4.477229311492507
0.4295909653921426,3.363200986168209
7.532117642507316,3.4751435978754444
9.590534553043025,3.053364263636996
2.5107591977622534,8.543104432499266
3.9902452288593295,0.042036734243757756
2.1743749878209817,0.5117935366302795
7.791290510760804,6.925767621677789
6.697232249325267,2.74713358893123
4.7209350087047195,9.41477473516933
8.617315423925566,5.8611103363756385
9.053044869399251,3.217341949535898
1.16340244715472,6.686219465989975
3.8722413087127183,4.894553128520488
5.4182756399957475,1.9115423228940642
4.090293325757011,3.096393267298838
1.4759092221732573,5.518048172183273
3.4317673886398548,4.0961633453256105
6.919119066946403,5.78724201830833
7.877301178185445,9.873599665071053
2.1513445457949154,0.8859587306237826
4.426905803590953,1.7715208585128617
9.457096537269475,9.331685050624781
7.0988302279331705,8.763953151971988
9.334484811517491,3.6033305227054555
2.209296200158697,5.976608298460015
1.805282498004026,7.605952363130494
5.41436377651671,0.8390218635401125
2.0445820900403957,2.8407253697641544
5.832432589319256,5.619041284710611
4.7119295621082795,0.6860597569376192
7.5599891721234265,0.2881093613160557
8.929101229817334,2.7516062719368604
2.0381087916339657,7.763663376419741
4.521049190475369,1.1745278631629008
8.02235316519987,4.569457109653046
7.946716998755966,9.175512960264983
2.8777723129662425,7.250897122977671
1.5994808971391117,7.728242571778842
4.1879691885823,1.4283021705403298
6.83247510816266,6.066633818989702
1.801807237076235,2.4607813799448133
9.775274360105882,4.533959506934608
9.066192989534642,5.56274674723574
4.598335532357607,8.632839201771459
4.129920769597934,2.2309028186755917
4.081115954390214,1.2476791176036606
1.11942959345674,7.897077050852136
4.634179502530716,1.0583617894203046
9.461829056859484,7.943132690241251
0.1300742293946633,6.1977480162262175
5.470525928319679,4.78864837794355
3.6125890203118463,0.6659290416801578
2.480879787750908,8.74874285020146
0.5787320755849745,6.964475563743472
6.507357795177362,1.1710664807426563
0.6047699389090377,7.815178818844527
1.8614016693138347,2.822605237407856
8.747301793355355,3.2957081953902434
2.329586158138466,2.9359661783431057
3.95288716817513,3.611023063918072
9.000241235549298,1.025912633891426
4.982685124818801,7.222697430886713
2.230496756197753,5.484340220243011
2.4061402290101053,6.772306629932049
1.2219768453427027,1.440896632482238
9.86887131342617,7.785513199802638
2.2176358781312744,6.946220243637668
7.196906828151293,3.5141367684054847
4.224298155726574,8.146964379100945
6.6011933339695,9.701624980617131
2.803538234625844,6.639635445624777
4.408711869289663,7.136172473952546
4.266414986824162,4.146479248265661
5.172093093050549,7.133212079259347
0.9489576975778402,9.051169963875882
6.8249452580881425,8.694354705588248
5.802482680079267,2.069205152071496
5.285499652334261,8.642687401139268
3.1553962925627044,3.439093867852012
0.9029749151386268,4.823506212947103
4.720888045615203,7.351521490470635
2.853348748994099,9.716790954139078
4.894034037984442,0.5561130509726431
4.906371725094591,7.982231717176866
9.228668262373006,5.528510368782404
1.8411000502182973,7.184795549063182
1.65558523126493,1.6351548916413683
1.8294401382092351,0.45058786439876486
4.495537589409401,7.7678048844300065
4.874132548632283,5.537930826112971
4.119304846541616,2.6007348241862918
5.479975320779343,8.808760637745547
2.250791560878971,0.16623415127419272
8.844663456089695,3.5743507387832496
4.114952984864818,9.79956421789715
7.16811865069687,8.106841507468019
1.484123515409127,7.032903690784868
4.033738456038294,2.963819849245093
3.96681060627471,4.773786760775785
6.092070314833697,2.1892432562644757
8.599180415225057,3.6548449024122442
0.44558704226758783,4.621269745678783
6.209293986963881,2.4646289673598964
1.2071291212858026,0.22773565667625673
8.981981278684643,2.547659382726193
2.3668532436608656,5.003225652136246
8.278022092198164,4.079982571680279
3.622114207313074,3.251586767365734
4.795071697553178,1.4371580503979364
4.961688149590191,8.386091123007677
4.704399238804962,1.9270929895542876
2.8101352688477013,3.2299979520978708
