X,Y,Z
96.84500665686005,-107.9906350698827,0.0
-113.586562733986,-12.02549649628611,0.0
61.125588584733606,-50.43451916840891,4.367167548184284
91.91046400528958,18.622223693663727,5.671544312633188
96.60142287180383,-114.12251362265191,0.0
-1.5074083730024483,-49.861496017325095,80.78382573054068
113.88432673608264,-5.912622303173578,0.0
88.08166432269974,-98.9249188105896,0.0
9.203571347652854,17.981968748645414,111.48618387774306
22.805625770182758,48.50281004209879,55.46929018614691
11.149686225413717,11.149306443523486,117.68997452465364
-51.53470782720812,87.06552869576768,0.0
-79.18081835330139,-35.73231090860847,0.11028806748834086
61.277247131981284,72.98998623047729,0.0
-45.37592908495655,63.52858242667446,7.738620167842356
57.548997080236774,106.67237745950067,0.0
98.68053582714703,-55.347967345153236,0.0
29.574035796533423,3.873313939226705,103.53640816155671
102.96536694326696,6.757921005148262,6.699130082881538
-60.8618392642779,-7.012361653748158,59.82927535624519
26.109853434443863,3.569626706307602,108.31996434304597
61.837554577459684,36.78619856304283,20.790713404231596
89.21681094725105,-39.1932120739381,0.0
88.01876622742111,-50.733951753222954,0.0
-7.458237002999809,77.56450738908009,38.05808103266378
47.125017804458025,-51.118526609077655,21.273413179337297
83.06437085901214,95.6569223551713,0.0
107.01219454759797,76.36367508555045,0.0
-59.39759336991207,-25.922524353830454,37.680546194205135
107.34489131635604,55.39752637277786,0.0
-34.982466070512004,-97.19820406341854,0.0
45.13120582482543,19.16957574737296,64.36596426486118
-36.582472679328205,-78.0188133684596,0.5061933654172037
-43.826647169638576,-99.52506045267397,0.0
-110.73082024455947,65.1245516143178,0.0
-69.37226953699607,-50.29990047624514,0.0
17.776801553048415,-106.8365890296269,0.0
52.903424255221836,-106.93066488300494,0.0
22.981444302269153,-107.25152530461057,0.0
-7.1142953420676065,-52.34558036639324,70.51180997012797
97.17118002338376,-105.81701443486203,0.0
89.95546690184153,111.2122551799851,0.0
-40.31409873030324,-64.59654326060803,12.809097994147436
-58.592252113014325,33.62418707680246,28.925216332928258
70.60319646017976,77.76690520413865,0.0
26.59031723659092,-58.20502121156467,38.34678770929813
-63.42809125978007,-22.497654354208848,36.91166209006626
9.052936582254802,-19.88968048828798,109.25546006696308
-66.17931115631933,-50.714396449769765,0.0
59.275446474328305,17.394245401828755,48.66282596592234
0.8586011183543576,-57.6860934798319,71.67369207534615
91.97422788552669,-60.7833580758399,0.0
-74.7468969101957,-90.76910246960037,0.0
-99.62031338032646,-28.208812248555574,0.0
44.745113736292495,111.98167770608745,0.0
-22.162323564874086,94.62617537698208,0.0
-106.53180089804881,82.08952579039908,0.0
34.908477148559456,-47.85957468222385,40.92056028439684
-97.63603439453757,15.40690172555776,2.484620230139825
-10.047797389876507,31.32492620506497,93.47462917511777
-102.84817487447927,-72.74313998374154,0.0
89.21207945349164,13.747168830451756,15.286519569950116
102.36966392757373,-102.16416270860003,0.0
16.906753936448865,-93.5248327283516,5.79989866903594
-114.5384134162368,19.51153918901869,0.0
94.69248700128847,47.52252094939456,0.0
107.19040543588144,108.31851769481977,0.0
61.14799978174912,-4.175559841729424,63.067480825844626
47.27643412926892,48.236137751478935,24.740560916615763
-51.45890655898718,-58.95642907753044,5.8205304092906545
61.22007633946578,-3.2746423528504778,64.1197484427985
65.14051999569361,-6.393255399644886,55.183206889396345
-9.464910004410712,-52.21481133675622,67.69357116686633
66.69501672345984,-0.09564094961214664,61.204904171578164
-37.3916785595119,76.11080236708122,1.9011981279774375
-22.650596142036903,-21.970225060752824,89.35095742950173
-71.10144363201324,52.269709812780775,0.0
17.037485919811758,-6.089198296490906,116.63916612538966
114.52274438987828,111.90353506492684,0.0
-28.5551463560478,-13.36316951189876,92.78196420243306
-87.47707780297863,23.909443172783057,4.587547282946048
92.48114407611092,-34.013481959253696,0.0
106.80483068674235,78.61476833338196,0.0
-25.25814167538607,74.8464326848381,18.910714290498007
84.2188463899704,26.616804758454066,5.286912455043733
114.38245449755675,111.72064016584179,0.0
26.05396360995752,74.0911800427113,18.8592089279161
11.132739717788098,28.411296281962137,95.79626733944752
68.75018476004641,111.08259943973312,0.0
-58.43588754926339,-98.44879512134672,0.0
-96.83615455877947,46.73709592042016,0.0
5.294755471215737,-34.37928473719674,95.63121851801546
-30.273812511263074,41.20349012632866,55.25490273836179
-103.87919201639046,-40.563239017587804,0.0
90.34367124490836,-87.2340447653421,0.0
73.70508589421408,87.36999501732026,0.0
11.770092266508499,0.03551153831206477,131.01201603909738
33.78870731713843,56.2422137447528,31.69987413012069
-48.83102200400438,29.51262690885187,46.537628336721625
-62.430599734589684,-1.5192991076293794,64.81143277422623
4.474592461626898,-51.18322424299036,75.33877183587721
16.348511182905526,109.16258565579301,0.0
-27.574314301867446,-95.48391093345114,0.0
59.09837805778088,77.44884702231712,0.0
