X,Y
4.816894766521559,8.743226193618586
0.5063501513306745,9.562945122432719
3.4280855941315727,0.6944060036161914
3.3211586623262193,4.385798652236195
2.035728620440891,9.731342790469329
8.508568872786839,2.1779809315634955
4.200207261123213,5.123919656168945
1.7865252946466648,0.15154921241189778
0.8980394963138871,3.163755101554815
7.675909018811585,9.786465844306884
5.600602244191267,7.46521386921544
9.226204887920247,0.27309002939191473
6.9874904906834425,2.567076281432039
0.5104343611308781,2.9764463916543127
5.111681282616979,8.237833654711356
8.592586650094526,5.037462132398849
8.122342004507694,3.2918146724746187
1.4261854750296266,5.029841686569194
3.9043322362321256,7.824553486602018
9.644822944465904,7.395674978994783
2.375508849101694,6.446578856352585
4.643259744366743,3.0820027258904306
8.808088142342843,0.49495713527169416
9.501615915524935,4.273510508481271
3.481835109659286,1.7825858897611468
8.081429608941166,3.528858810651516
2.3370590848949027,0.5610783902871075
8.73911778637829,4.575188497789442
0.24286357486351107,6.173763569817602
2.2093723224786377,6.412282471108643
7.941130885777551,0.15121903729406805
0.3877703585255432,4.494052174913649
7.279994926637903,3.5215956481307265
5.82871716460857,1.7212892575458605
0.18106187366419002,0.8823170318027362
0.15331962746097383,6.627083011034193
7.500339928021916,4.515685171716397
5.994940906669659,7.83606253855126
8.216279148355163,3.268749874031822
6.769642555514467,1.3523455116347072
0.11097524747815002,0.7120021155301681
6.378584446914632,7.543848526558644
1.6893586771731084,1.2188822685436618
9.968123800250858,8.90776070373075
3.7714756202545976,9.35674238376654
8.954987688493636,4.058036457645091
8.243861863377667,4.0825351508033245
6.414237365198431,0.686569537671522
6.135844490247726,8.663938035870785
1.660726819448265,5.937883808454382
3.7913442187581636,2.2936684614514045
8.128226735036511,6.345942137351713
6.980947008158683,2.448189888377461
5.5557598790652305,4.131066073165078
6.976553129125458,7.088668039276773
4.5827663395352864,9.299744096597207
9.704578749518909,9.140634134053014
1.9632628619252313,9.703239103706355
0.6088872034286308,6.301525648790668
3.727224742267107,6.219880508833562
1.8140693029789112,4.408041299851312
4.110820824548003,2.784581702010952
7.975940000513107,6.856016358137875
2.614913348678672,8.0836888747795
